mol,enan,Eafw,Earev,dErxn,ETS,ERt,EPr,HRt,HPr,HTS,Hafw,dH,rxn_smiles_mapped,rxn_smiles
4abp1,S,9.380011617,15.69965953,-6.319647913,-1646623.98992906,-1646633.36993359,-1646639.68957673,-1646363.75880922,-1646368.5755683,-1646354.05626506,9.70254415809177,-4.8167590838857,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4abp2,S,7.461715155,20.0294749,-12.56775975,-1646626.55079329,-1646634.01250281,-1646646.58025306,-1646364.29156436,-1646375.39533611,-1646356.68552777,7.60603658878245,-11.1037717550062,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4abp3,S,8.692261234,20.99834953,-12.30608829,-1646627.08417594,-1646635.77643061,-1646648.08250961,-1646365.67459419,-1646376.6007809,-1646356.91143101,8.7631631847471,-10.9261867080349,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4abp4,S,8.824665733,21.81285683,-12.98819109,-1646622.8284099,-1646631.65306897,-1646644.64125025,-1646361.85243687,-1646373.24109771,-1646353.12253167,8.72990520787425,-11.3886608411558,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4abp5,S,8.723636707,24.53687545,-15.81323874,-1646619.01629273,-1646627.73992284,-1646643.55314964,-1646357.86649971,-1646372.13542686,-1646349.36249774,8.50400196784176,-14.2689271511044,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp1,R,8.45757269,12.10152021,-3.643947516,-1771145.33033439,-1771153.7879007,-1771157.43184546,-1770893.81719709,-1770896.43767467,-1770885.50584038,8.31135670491494,-2.62047758419067,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp2,R,6.440129732,18.74057044,-12.30044071,-1771146.51005131,-1771152.95017618,-1771165.2506076,-1770893.11564202,-1770903.89875668,-1770886.78658625,6.32905577379279,-10.7831146561075,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp3,R,12.04692688,24.31034453,-12.26341765,-1771139.18325623,-1771151.23017401,-1771163.4935824,-1770891.24001762,-1770902.09592332,-1770879.4899116,11.7501060250215,-10.8559057000093,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp4,R,9.255764741,23.57239339,-14.31662865,-1771139.49826575,-1771148.7540235,-1771163.07064133,-1770888.80151765,-1770901.91080817,-1770879.67188921,9.12962844083086,-13.1092905190308,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp5,R,10.66703355,24.31850216,-13.65146861,-1771142.50968144,-1771153.17670693,-1771166.82816522,-1770893.2813044,-1770905.44368384,-1770882.75797847,10.5233259298839,-12.1623794380575,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp1,S,9.331693388,14.58081014,-5.24911675,-1771144.83836734,-1771154.17005368,-1771159.41916646,-1770894.01862747,-1770898.37479495,-1770885.18957584,8.82905162964016,-4.35616747825407,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4bbp2,S,6.194773527,20.05081022,-13.8560367,-1771145.79531856,-1771151.99008741,-1771165.84611364,-1770891.92651247,-1770904.47292741,-1770885.97647213,5.95004033786245,-12.5464149462059,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([F:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([F:55])[c:52]([H:56])[c:53]([H:57])[c:40]3[H:54])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([F])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([F])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
